Fighter 0 KD,Fighter 1 KD,Fighter 0 Sig. str.,Fighter 1 Sig. str.,Fighter 0 Sig. str. %,Fighter 1 Sig. str. %,Fighter 0 Total str.,Fighter 1 Total str.,Fighter 0 Td,Fighter 1 Td,Fighter 0 Td %,Fighter 1 Td %,Fighter 0 Sub. att,Fighter 1 Sub. att,Fighter 0 Rev.,Fighter 1 Rev.,Fighter 0 Ctrl,Fighter 1 Ctrl,Fighter 0 Name,Fighter 1 Name,Fighter 0 Head,Fighter 1 Head,Fighter 0 Body,Fighter 1 Body,Fighter 0 Leg,Fighter 1 Leg,Fighter 0 Distance,Fighter 1 Distance,Fighter 0 Clinch,Fighter 1 Clinch,Fighter 0 Ground,Fighter 1 Ground,Winner,Method
0,0,93,130,36.0,52.0,106,190,0,0,0.0,,0,0,0,0,12.0,204.0,Veronica Macedo,Bea Malecki,67,92,14,34,12,4,90,107,3,11,0,12,1,U-DEC
0,0,48,40,36.0,44.0,48,40,0,0,,0.0,0,0,0,0,0.0,0.0,Israel Adesanya,Yoel Romero,14,20,9,7,25,13,48,35,0,5,0,0,0,U-DEC
0,0,165,186,40.0,51.0,170,196,1,0,12.0,,0,0,0,0,74.0,60.0,Zhang Weili,Joanna Jedrzejczyk,96,96,11,32,58,58,158,171,7,15,0,0,0,S-DEC
1,0,12,15,60.0,60.0,17,27,1,0,33.0,,2,0,0,0,261.0,0.0,Beneil Dariush,Drakkar Klose,8,12,3,0,1,3,12,13,0,2,0,0,0,KO/TKO  Punch
0,0,74,16,53.0,25.0,123,16,4,2,57.0,66.0,0,0,0,0,306.0,219.0,Neil Magny,Li Jingliang,56,11,12,1,6,4,34,13,18,3,22,0,0,U-DEC
0,0,40,23,51.0,46.0,61,62,1,2,20.0,66.0,0,0,0,1,210.0,333.0,Alex Oliveira,Max Griffin,21,17,11,4,8,2,35,20,3,3,2,0,0,S-DEC
0,0,18,0,81.0,0.0,18,0,0,0,,,0,0,0,0,2.0,0.0,Sean O'Malley,Jose Quinonez,9,0,6,0,3,0,13,0,0,0,5,0,0,KO/TKO  Punches
0,0,15,41,25.0,54.0,20,45,8,0,66.0,,0,0,0,0,481.0,0.0,Mark Madsen,Austin Hubbard,14,25,0,8,1,8,5,37,3,4,7,0,0,U-DEC
0,0,5,5,50.0,50.0,10,7,2,0,100.0,,1,0,0,0,114.0,0.0,Rodolfo Vieira,Saparbeg Safarov,5,2,0,1,0,2,0,5,0,0,5,0,0,SUB  Arm Triangle
1,0,86,53,45.0,47.0,86,53,1,1,100.0,50.0,1,0,0,0,21.0,11.0,Gerald Meerschaert,Deron Winn,66,37,20,11,0,5,81,47,5,6,0,0,0,SUB  Rear Naked Choke
0,0,38,54,31.0,42.0,40,57,0,2,,33.0,0,0,1,0,20.0,123.0,Giga Chikadze,Jamall Emmers,19,32,10,15,9,7,37,48,0,3,1,3,0,S-DEC
1,0,17,11,51.0,47.0,17,11,0,0,,,0,0,0,0,3.0,0.0,Danaa Batgerel,Guido Cannetti,16,0,0,3,1,8,12,9,0,2,5,0,0,KO/TKO  Punch
0,1,46,25,48.0,51.0,46,25,0,1,0.0,100.0,0,1,0,0,10.0,27.0,Joseph Benavidez,Deiveson Figueiredo,28,18,8,7,10,0,36,20,10,2,0,3,1,KO/TKO  Punch
0,0,40,13,62.0,46.0,68,14,1,0,50.0,,0,0,0,0,141.0,0.0,Felicia Spencer,Zarah Fairn,38,12,1,1,1,0,9,12,1,1,30,0,0,KO/TKO  Punches
0,0,5,8,45.0,66.0,5,8,0,0,,,0,0,0,0,0.0,0.0,Ion Cutelaba,Magomed Ankalaev,3,6,0,1,2,1,5,8,0,0,0,0,1,KO/TKO  Punches
1,0,7,5,50.0,31.0,32,14,0,1,0.0,33.0,0,0,1,0,14.0,139.0,Megan Anderson,Norma Dumont,6,1,1,4,0,0,5,1,2,4,0,0,0,KO/TKO  Punch
0,0,15,4,68.0,57.0,42,26,2,1,66.0,100.0,2,2,0,1,315.0,26.0,Grant Dawson,Darrick Minner,14,1,1,1,0,2,1,2,0,1,14,1,0,SUB  Rear Naked Choke
0,0,31,89,31.0,52.0,43,112,2,2,33.0,50.0,1,1,0,0,149.0,352.0,Gabriel Silva,Kyler Phillips,22,66,6,13,3,10,27,58,1,11,3,20,1,U-DEC
0,0,20,4,68.0,80.0,38,5,0,0,0.0,0.0,0,0,0,0,254.0,12.0,Brendan Allen,Tom Breese,17,0,3,4,0,0,2,0,2,4,16,0,0,KO/TKO  Punches
0,0,43,26,40.0,31.0,116,40,2,0,25.0,0.0,0,0,0,0,502.0,0.0,Marcin Tybura,Serghei Spivac,36,23,7,3,0,0,15,20,5,6,23,0,0,U-DEC
0,0,27,21,64.0,53.0,58,98,0,1,0.0,100.0,1,1,0,0,842.0,14.0,Luis Pena,Steve Garcia,24,15,1,2,2,4,6,14,2,1,19,6,0,U-DEC
0,0,15,32,65.0,68.0,20,91,0,7,0.0,100.0,3,0,0,0,5.0,452.0,Jordan Griffin,TJ Brown,13,26,2,6,0,0,9,9,3,10,3,13,0,SUB  Guillotine Choke
0,0,2,20,16.0,68.0,2,29,0,0,0.0,,0,0,0,0,5.0,7.0,Aalon Cruz,Spike Carlyle,2,19,0,0,0,1,2,2,0,4,0,14,1,KO/TKO  Punches
0,0,47,37,51.0,42.0,125,38,4,0,44.0,0.0,1,0,0,0,478.0,18.0,Sean Brady,Ismail Naurdiev,30,16,3,10,14,11,32,33,1,4,14,0,0,U-DEC
0,0,110,122,47.0,55.0,119,133,0,1,0.0,20.0,0,0,0,0,3.0,305.0,Paul Felder,Dan Hooker,64,72,19,10,27,40,105,120,5,2,0,0,1,S-DEC
0,0,2,3,25.0,50.0,13,7,8,0,80.0,,1,0,0,0,183.0,0.0,Jimmy Crute,Michal Oleksiejczuk,2,3,0,0,0,0,2,3,0,0,0,0,0,SUB  Kimura
0,0,38,93,44.0,52.0,51,157,0,5,0.0,83.0,1,0,0,0,104.0,307.0,Karolina Kowalkiewicz,Yan Xiaonan,19,59,7,20,12,14,35,73,3,7,0,13,1,U-DEC
0,1,5,19,29.0,55.0,5,19,0,0,,,0,0,0,0,0.0,2.0,Ben Sosoli,Marcos Rogerio de Lima,4,15,1,2,0,2,5,18,0,0,0,1,1,KO/TKO  Punch
1,0,38,28,52.0,60.0,60,36,1,8,100.0,72.0,0,0,0,0,122.0,423.0,Brad Riddell,Magomed Mustafaev,21,10,12,7,5,11,20,12,3,8,15,8,0,S-DEC
0,2,9,28,32.0,77.0,9,28,0,0,,,0,0,0,0,0.0,9.0,Kevin Aguilar,Zubaira Tukhugov,4,26,3,2,2,0,9,15,0,0,0,13,1,KO/TKO  Punches
0,0,55,12,60.0,42.0,90,12,0,0,0.0,0.0,3,0,0,0,261.0,10.0,Jalin Turner,Josh Culibao,38,7,17,4,0,1,14,9,9,3,32,0,0,KO/TKO  Punches
1,0,33,50,45.0,42.0,71,85,4,0,57.0,0.0,0,0,0,0,507.0,4.0,Jake Matthews,Emil Meek,32,35,1,10,0,5,26,19,4,21,3,10,0,U-DEC
0,1,7,17,46.0,48.0,8,21,1,0,100.0,,0,0,0,0,3.0,7.0,Callan Potter,Song Kenan,6,12,1,5,0,0,5,14,2,2,0,1,1,KO/TKO  Punch
0,0,78,50,30.0,32.0,78,52,0,0,0.0,0.0,0,0,0,0,17.0,53.0,Kai Kara-France,Tyson Nam,51,34,9,11,18,5,72,48,5,2,1,0,0,U-DEC
0,0,53,48,40.0,38.0,68,70,1,1,100.0,25.0,0,1,0,0,95.0,192.0,Loma Lookboonmee,Angela Hill,24,38,15,8,14,2,43,31,10,14,0,3,1,U-DEC
1,0,8,5,44.0,45.0,8,5,0,0,,,0,0,0,0,2.0,0.0,Priscila Cachoeira,Shana Dobson,8,4,0,1,0,0,8,5,0,0,0,0,0,KO/TKO  Punch
0,1,11,13,40.0,41.0,11,13,0,0,,,0,0,0,0,3.0,2.0,Corey Anderson,Jan Blachowicz,4,11,3,1,4,1,11,12,0,0,0,1,1,KO/TKO  Punch
0,1,25,53,39.0,58.0,29,56,0,2,0.0,100.0,0,0,0,0,10.0,49.0,Diego Sanchez,Michel Pereira,6,20,10,28,9,5,23,39,1,10,1,4,0,DQ
1,0,27,23,40.0,43.0,74,64,1,1,33.0,50.0,1,0,0,0,510.0,108.0,Montana De La Rosa,Mara Romero Borella,15,15,8,3,4,5,14,15,4,5,9,3,0,U-DEC
0,0,5,15,55.0,51.0,6,50,0,1,,50.0,1,0,0,0,0.0,188.0,Brok Weaver,Kazula Vargas,3,6,0,5,2,4,4,9,0,3,1,3,0,DQ
0,0,9,35,45.0,77.0,24,60,0,10,0.0,52.0,0,0,0,0,103.0,683.0,Rogerio Bontorin,Ray Borg,3,35,5,0,1,0,3,2,5,12,1,21,1,U-DEC
0,0,99,68,52.0,35.0,100,68,0,0,0.0,0.0,0,0,0,0,4.0,0.0,Lando Vannata,Yancy Medeiros,36,42,29,14,34,12,98,66,1,2,0,0,0,U-DEC
0,1,41,49,43.0,40.0,41,49,1,0,33.0,,0,1,0,0,11.0,4.0,Tim Means,Daniel Rodriguez,19,37,12,5,10,7,41,49,0,0,0,0,1,SUB  Guillotine Choke
1,0,39,46,54.0,46.0,57,68,0,1,,100.0,0,0,0,0,119.0,48.0,John Dodson,Nathaniel Wood,31,24,5,6,3,16,31,40,4,5,4,1,0,KO/TKO  Punch
0,0,58,88,47.0,44.0,66,120,0,1,0.0,100.0,0,0,0,0,27.0,297.0,Jim Miller,Scott Holtzman,33,77,13,5,12,6,44,70,11,10,3,8,1,U-DEC
0,0,39,6,72.0,16.0,122,37,3,0,75.0,,0,0,0,0,606.0,0.0,Devin Clark,Dequan Townsend,19,4,13,2,7,0,9,2,3,4,27,0,0,U-DEC
0,0,45,63,38.0,34.0,47,114,0,12,,50.0,0,0,0,0,5.0,340.0,Casey Kenney,Merab Dvalishvili,22,30,10,14,13,19,42,43,3,7,0,13,1,U-DEC
0,0,86,40,51.0,56.0,154,50,3,0,37.0,0.0,0,0,0,0,513.0,22.0,Macy Chiasson,Shanna Young,48,32,38,7,0,1,16,24,45,16,25,0,0,U-DEC
0,1,45,54,36.0,42.0,45,67,0,0,0.0,,0,0,0,0,0.0,108.0,Mark De La Rosa,Raulian Paiva,21,33,15,10,9,11,44,45,1,8,0,1,1,KO/TKO  Punch
0,0,104,116,62.0,44.0,107,119,2,0,22.0,,0,0,0,0,101.0,0.0,Jon Jones,Dominick Reyes,31,41,30,48,43,27,101,109,3,7,0,0,0,U-DEC
0,0,40,17,61.0,30.0,57,27,3,0,100.0,,0,0,0,0,212.0,0.0,Valentina Shevchenko,Katlyn Chookagian,26,0,3,5,11,12,23,17,0,0,17,0,0,KO/TKO  Punches
0,1,7,10,63.0,66.0,7,10,0,0,,,0,0,0,0,0.0,2.0,Juan Adams,Justin Tafa,3,5,2,0,2,5,7,8,0,1,0,1,1,KO/TKO  Punch
0,0,17,43,28.0,48.0,29,64,3,1,30.0,50.0,1,0,0,0,393.0,54.0,Mirsad Bektic,Dan Ige,14,27,3,15,0,1,14,28,3,12,0,3,1,S-DEC
0,0,20,5,40.0,41.0,27,62,0,3,0.0,42.0,0,0,0,0,41.0,528.0,Derrick Lewis,Ilir Latifi,12,2,8,1,0,2,12,3,8,2,0,0,0,U-DEC
0,0,71,44,47.0,55.0,88,59,0,1,,25.0,1,4,1,0,219.0,232.0,Trevin Giles,James Krause,63,18,6,8,2,18,36,39,7,5,28,0,0,S-DEC
0,0,80,104,40.0,38.0,107,107,2,0,50.0,0.0,0,1,1,0,151.0,37.0,Lauren Murphy,Andrea Lee,70,51,9,34,1,19,75,99,5,4,0,1,0,S-DEC
0,1,1,10,25.0,58.0,1,10,0,0,,0.0,0,0,0,0,0.0,5.0,Alex Morono,Khaos Williams,1,6,0,4,0,0,1,4,0,4,0,2,1,KO/TKO  Punch
0,1,13,18,29.0,26.0,13,18,0,0,,,0,0,0,0,0.0,4.0,Miles Johns,Mario Bautista,11,18,0,0,2,0,13,9,0,0,0,9,1,KO/TKO  Flying Knee
0,1,1,6,25.0,60.0,1,7,0,0,,,0,0,0,0,0.0,5.0,Domingo Pilarte,Journey Newson,0,6,1,0,0,0,0,1,1,0,0,5,-1,Overturned  Punch
0,0,80,66,45.0,46.0,85,74,0,0,,0.0,0,0,0,0,2.0,90.0,Andre Ewell,Jonathan Martinez,32,30,43,15,5,21,78,65,2,1,0,0,0,S-DEC
0,0,12,31,19.0,56.0,16,49,1,6,100.0,50.0,0,2,0,0,85.0,398.0,Austin Lingo,Youssef Zalal,5,16,5,6,2,9,11,28,1,2,0,1,1,U-DEC
0,0,28,7,46.0,23.0,29,7,0,0,0.0,,0,0,0,0,19.0,0.0,Curtis Blaydes,Junior Dos Santos,20,3,3,2,5,2,19,7,9,0,0,0,0,KO/TKO  Punches
0,0,14,9,38.0,17.0,23,54,0,6,0.0,75.0,0,0,0,0,41.0,613.0,Rafael Dos Anjos,Michael Chiesa,2,6,4,2,8,1,14,9,0,0,0,0,1,U-DEC
0,0,2,2,15.0,22.0,2,16,0,1,,100.0,0,1,0,0,0.0,93.0,Jordan Espinosa,Alex Perez,1,0,0,0,1,2,2,2,0,0,0,0,1,SUB  Arm Triangle
0,0,46,70,42.0,45.0,50,80,0,1,,100.0,0,0,0,0,0.0,186.0,Hannah Cifers,Angela Hill,16,57,12,12,18,1,43,38,3,3,0,29,1,KO/TKO  Elbows
0,0,101,31,43.0,43.0,102,32,0,6,,66.0,0,0,0,0,2.0,139.0,Jamahal Hill,Darko Stosic,49,20,40,3,12,8,101,25,0,0,0,6,0,U-DEC
0,0,36,28,43.0,43.0,94,55,0,0,0.0,,0,0,0,0,502.0,4.0,Bevon Lewis,Dequan Townsend,16,7,14,18,6,3,22,16,14,12,0,0,0,U-DEC
0,0,63,49,48.0,28.0,68,63,0,0,0.0,0.0,0,0,0,0,81.0,77.0,Arnold Allen,Nik Lentz,58,25,5,16,0,8,61,42,2,7,0,0,0,U-DEC
0,0,62,29,48.0,20.0,66,47,1,0,100.0,,0,0,0,0,35.0,9.0,Justine Kish,Lucie Pudilova,17,22,16,6,29,1,50,25,10,4,2,0,0,U-DEC
1,0,75,7,72.0,25.0,96,8,11,1,73.0,12.0,0,3,0,0,637.0,82.0,Montel Jackson,Felipe Colares,64,2,9,4,2,1,32,6,43,1,0,0,0,U-DEC
0,0,38,1,76.0,20.0,62,36,3,0,60.0,,1,0,0,0,804.0,0.0,Sara McMann,Lina Lansberg,22,0,15,1,1,0,1,1,1,0,36,0,0,U-DEC
0,0,36,26,76.0,59.0,65,43,6,5,66.0,71.0,3,0,1,0,441.0,249.0,Brett Johns,Tony Gravely,33,9,2,6,1,11,3,5,8,21,25,0,0,SUB  Rear Naked Choke
1,0,7,4,41.0,44.0,7,6,1,0,100.0,,1,0,0,0,95.0,33.0,Herbert Burns,Nate Landwehr,2,3,5,1,0,0,4,3,3,1,0,0,0,KO/TKO  Knee
1,0,19,0,73.0,0.0,20,0,0,0,,,0,0,0,0,13.0,0.0,Conor McGregor,Donald Cerrone,19,0,0,0,0,0,3,0,3,0,13,0,0,KO/TKO  Punches
0,0,30,38,48.0,48.0,81,55,0,1,0.0,50.0,0,0,0,0,435.0,61.0,Holly Holm,Raquel Pennington,12,9,9,27,9,2,20,10,10,28,0,0,0,U-DEC
0,0,7,13,31.0,44.0,25,38,3,0,100.0,,3,0,0,0,444.0,54.0,Aleksei Oleinik,Maurice Greene,4,10,2,1,1,2,4,10,0,3,3,0,0,SUB  Armbar
0,0,7,9,58.0,64.0,28,19,1,0,50.0,,1,0,0,0,118.0,4.0,Brian Kelleher,Ode Osbourne,5,9,0,0,2,0,3,3,0,1,4,5,0,SUB  Guillotine Choke
0,0,22,25,48.0,47.0,28,43,0,3,,42.0,0,1,0,0,0.0,234.0,Anthony Pettis,Diego Ferreira,12,18,9,4,1,3,18,16,3,3,1,6,1,SUB  Rear Naked Choke
1,0,19,16,44.0,51.0,112,25,1,0,100.0,,0,1,1,3,630.0,136.0,Roxanne Modafferi,Maycee Barber,17,15,2,1,0,0,11,9,1,0,7,7,0,U-DEC
0,0,49,73,33.0,47.0,56,90,3,0,42.0,,0,1,0,1,123.0,255.0,Andre Fili,Sodiq Yusuff,36,54,10,10,3,9,46,50,3,3,0,20,1,U-DEC
0,0,47,73,42.0,48.0,86,96,3,0,27.0,0.0,0,0,0,0,122.0,245.0,Tim Elliott,Askar Askarov,15,57,18,4,14,12,35,57,12,8,0,8,-1,U-DEC
1,0,13,7,50.0,63.0,13,7,0,0,,,0,0,0,0,6.0,0.0,Drew Dober,Nasrat Haqparast,12,3,1,2,0,2,2,7,0,0,11,0,0,KO/TKO  Punch
0,0,80,44,48.0,33.0,88,60,1,0,50.0,,0,0,0,0,0.0,74.0,Aleksa Camur,Justin Ledet,40,34,24,10,16,0,62,38,17,6,1,0,0,U-DEC
0,0,118,58,36.0,40.0,121,69,0,0,,,0,0,0,0,121.0,3.0,Sabina Mazo,JJ Aldrich,66,45,29,10,23,3,92,49,26,9,0,0,0,S-DEC
0,1,9,46,64.0,76.0,9,79,0,0,0.0,,0,0,0,0,132.0,0.0,Frankie Edgar,Chan Sung Jung,6,46,1,0,2,0,9,8,0,0,0,38,1,KO/TKO  Punches
0,0,63,75,43.0,51.0,118,87,0,1,,11.0,0,1,0,0,32.0,158.0,Volkan Oezdemir,Aleksandar Rakic,28,49,14,16,21,10,47,57,16,18,0,0,0,S-DEC
1,2,42,64,44.0,49.0,44,75,0,0,,,0,0,0,0,68.0,21.0,Dooho Choi,Charles Jourdain,30,38,9,23,3,3,36,52,3,4,3,8,1,KO/TKO  Punches
1,0,5,4,50.0,50.0,5,4,0,0,,,0,0,0,0,2.0,0.0,Da-Un Jung,Mike Rodriguez,5,0,0,2,0,2,1,4,0,0,4,0,0,KO/TKO  Punch
0,0,77,51,41.0,31.0,83,57,5,0,50.0,0.0,0,0,0,0,208.0,7.0,Junyong Park,Marc-Andre Barriault,59,22,12,8,6,21,69,49,8,2,0,0,0,U-DEC
0,0,20,25,50.0,47.0,108,114,3,0,42.0,,0,0,0,0,743.0,17.0,Kyung Ho Kang,Pingyuan Liu,17,16,2,2,1,7,8,8,0,0,12,17,0,S-DEC
0,0,65,32,40.0,30.0,65,32,0,0,0.0,,0,0,0,0,0.0,0.0,Ciryl Gane,Tanner Boser,36,13,22,5,7,14,57,32,8,0,0,0,0,U-DEC
1,0,95,33,50.0,41.0,158,67,0,0,,0.0,0,0,0,0,409.0,29.0,SeungWoo Choi,Suman Mokhtarian,66,14,26,8,3,11,48,29,25,2,22,2,0,U-DEC
0,1,15,32,26.0,35.0,21,60,0,1,,100.0,0,0,0,0,0.0,365.0,Dong Hyun Ma,Omar Morales,6,22,2,9,7,1,15,20,0,0,0,12,1,U-DEC
1,0,34,20,54.0,38.0,36,35,1,0,100.0,0.0,0,0,0,0,74.0,0.0,Alexandre Pantoja,Matt Schnell,32,16,0,2,2,2,27,18,0,0,7,2,0,KO/TKO  Punch
0,0,42,55,42.0,31.0,52,77,2,0,40.0,0.0,0,0,0,0,159.0,14.0,Raoni Barcelos,Said Nurmagomedov,16,24,8,10,18,21,32,49,5,2,5,4,0,U-DEC
0,0,4,8,50.0,66.0,5,14,0,1,,100.0,0,1,0,0,6.0,140.0,Miranda Granger,Amanda Lemos,1,6,0,0,3,2,4,3,0,0,0,5,1,SUB  Rear Naked Choke
0,0,47,68,35.0,53.0,72,84,4,0,30.0,0.0,0,0,0,0,200.0,0.0,Heili Alateng,Ryan Benoit,27,45,11,17,9,6,47,53,0,15,0,0,0,S-DEC
2,0,175,143,48.0,36.0,175,143,0,0,,,0,0,0,0,11.0,0.0,Kamaru Usman,Colby Covington,116,103,53,28,6,12,156,143,5,0,14,0,0,KO/TKO  Punch
0,0,134,157,44.0,51.0,135,157,0,0,,0.0,0,0,0,0,2.0,45.0,Max Holloway,Alexander Volkanovski,85,67,32,15,17,75,132,156,2,1,0,0,1,U-DEC
0,0,79,40,42.0,54.0,199,126,8,0,72.0,,2,1,0,0,1110.0,99.0,Amanda Nunes,Germaine de Randamie,63,19,4,11,12,10,15,19,2,12,62,9,0,U-DEC
0,0,59,58,43.0,39.0,59,63,1,0,50.0,,0,0,0,0,21.0,0.0,Marlon Moraes,Jose Aldo,48,39,7,16,4,3,58,57,1,1,0,0,0,S-DEC
3,0,54,18,50.0,23.0,62,28,2,0,100.0,0.0,0,0,0,0,86.0,16.0,Petr Yan,Urijah Faber,40,14,11,2,3,2,26,15,14,3,14,0,0,KO/TKO  Kick
1,0,15,5,65.0,50.0,15,5,0,0,,,0,0,0,0,2.0,0.0,Geoff Neal,Mike Perry,12,1,1,2,2,2,12,5,0,0,3,0,0,KO/TKO  Punches
0,1,20,26,26.0,36.0,20,26,0,0,,,0,0,0,0,0.0,2.0,Ketlen Vieira,Irene Aldana,19,13,1,7,0,6,20,24,0,0,0,2,1,KO/TKO  Punch
0,0,53,55,51.0,33.0,70,69,3,2,30.0,50.0,0,0,0,0,150.0,93.0,Ian Heinisch,Omari Akhmedov,26,41,13,10,14,4,46,48,4,7,3,0,1,U-DEC
0,0,30,12,63.0,52.0,40,38,2,0,66.0,,0,4,0,0,453.0,10.0,Matt Brown,Ben Saunders,27,10,2,2,1,0,10,5,2,0,18,7,0,KO/TKO  Punches
0,0,20,2,55.0,33.0,37,2,1,0,33.0,,2,1,0,0,194.0,40.0,Chase Hooper,Daniel Teymur,17,2,2,0,1,0,3,2,1,0,16,0,0,KO/TKO  Elbows
0,0,91,82,32.0,35.0,91,82,0,0,,,0,0,0,0,0.0,0.0,Brandon Moreno,Kai Kara-France,78,57,12,10,1,15,91,82,0,0,0,0,0,U-DEC
0,0,98,56,50.0,45.0,100,69,0,2,0.0,28.0,0,0,0,0,13.0,103.0,Jessica Eye,Viviane Araujo,40,39,29,7,29,10,91,51,7,2,0,3,0,U-DEC
2,0,26,8,59.0,47.0,26,11,1,0,100.0,,0,0,0,1,74.0,18.0,Punahele Soriano,Oskar Piechota,20,4,6,3,0,1,10,3,2,4,14,1,0,KO/TKO  Punch
0,1,74,89,70.0,42.0,101,109,2,0,20.0,,0,0,0,0,501.0,6.0,Alistair Overeem,Jairzinho Rozenstruik,48,57,12,16,14,16,46,68,9,19,19,2,1,KO/TKO  Punch
0,0,56,78,40.0,60.0,61,112,0,3,,75.0,0,0,0,0,2.0,304.0,Marina Rodriguez,Cynthia Calvillo,30,51,18,17,8,10,39,30,17,2,0,46,-1,M-DEC
0,1,53,58,68.0,57.0,63,71,0,0,0.0,0.0,0,0,0,0,3.0,278.0,Stefan Struve,Ben Rothwell,18,41,20,13,15,4,46,33,7,20,0,5,1,KO/TKO  Punches
1,0,47,47,55.0,58.0,85,92,2,0,66.0,,0,0,0,1,247.0,232.0,Aspen Ladd,Yana Kunitskaya,40,10,7,28,0,9,20,21,2,26,25,0,0,KO/TKO  Punches
0,0,41,30,61.0,28.0,117,49,5,0,41.0,,0,0,0,1,396.0,57.0,Cody Stamann,Song Yadong,34,21,5,2,2,7,23,27,0,1,18,2,-1,M-DEC
0,0,90,59,44.0,38.0,100,65,1,6,100.0,37.0,0,0,0,0,11.0,198.0,Rob Font,Ricky Simon,78,45,10,10,2,4,84,46,6,11,0,2,0,U-DEC
0,1,13,23,50.0,56.0,13,24,0,0,,0.0,0,1,0,0,0.0,42.0,Thiago Alves,Tim Means,7,14,3,8,3,1,12,12,1,2,0,9,1,SUB  Guillotine Choke
0,0,74,3,86.0,50.0,139,6,1,0,100.0,,5,0,0,0,445.0,13.0,Billy Quarantillo,Jacob Kilburn,63,0,9,3,2,0,2,2,4,1,68,0,0,SUB  Triangle Choke
0,0,6,2,85.0,50.0,24,6,1,0,100.0,,1,0,0,0,240.0,0.0,Bryce Mitchell,Matt Sayles,5,2,1,0,0,0,1,0,0,0,5,2,0,SUB  Other - Lock
0,0,56,10,80.0,45.0,177,20,4,0,80.0,,0,0,0,1,749.0,6.0,Joe Solecki,Matt Wiman,50,7,4,1,2,2,7,3,1,1,48,6,0,U-DEC
0,0,7,9,35.0,30.0,20,17,3,0,75.0,,3,0,0,0,222.0,30.0,Virna Jandiroba,Mallory Martin,4,6,3,3,0,0,5,7,2,2,0,0,0,SUB  Rear Naked Choke
1,0,91,39,49.0,40.0,91,39,1,0,100.0,0.0,1,0,0,0,7.0,6.0,Makhmud Muradov,Trevor Smith,59,20,32,5,0,14,91,38,0,1,0,0,0,KO/TKO  Punch
0,0,71,20,41.0,41.0,105,56,0,0,,0.0,0,0,0,0,4.0,505.0,Jan Blachowicz,Jacare Souza,38,8,13,3,20,9,59,18,12,2,0,0,0,S-DEC
0,0,25,51,37.0,51.0,51,106,1,1,33.0,25.0,0,1,0,0,499.0,77.0,Mauricio Rua,Paul Craig,19,30,1,14,5,7,16,39,1,9,8,3,-1,S-DEC
1,0,10,7,62.0,38.0,10,7,0,0,0.0,,0,0,0,0,2.0,5.0,Charles Oliveira,Jared Gordon,5,7,1,0,4,0,8,7,0,0,2,0,0,KO/TKO  Punch
0,0,29,22,61.0,52.0,47,85,1,3,100.0,42.0,0,2,1,0,303.0,321.0,Antonio Arroyo,Andre Muniz,20,12,5,8,4,2,21,20,0,1,8,1,1,U-DEC
0,0,49,48,51.0,40.0,56,59,0,2,0.0,22.0,0,0,0,0,81.0,401.0,Markus Perez,Wellington Turman,33,35,13,8,3,5,26,23,21,19,2,6,1,U-DEC
0,3,41,102,41.0,58.0,42,125,1,0,25.0,,0,0,0,1,137.0,131.0,Sergio Moraes,James Krause,36,79,3,7,2,16,41,97,0,0,0,5,1,KO/TKO  Punch
0,0,10,6,29.0,37.0,12,6,2,0,66.0,,1,0,0,0,66.0,3.0,Ricardo Ramos,Eduardo Garagorri,3,3,3,3,4,0,9,6,0,0,1,0,0,SUB  Rear Naked Choke
0,0,31,50,25.0,43.0,36,67,1,2,50.0,100.0,1,0,0,0,64.0,223.0,Francisco Trinaldo,Bobby Green,20,27,5,13,6,10,26,43,5,1,0,6,0,U-DEC
0,0,3,16,27.0,53.0,8,24,3,1,100.0,100.0,2,1,0,1,258.0,72.0,Warlley Alves,Randy Brown,1,11,0,3,2,2,1,9,0,3,2,4,1,SUB  Triangle Choke
0,0,74,58,45.0,36.0,100,140,0,2,,22.0,0,0,0,0,28.0,200.0,Douglas Silva de Andrade,Renan Barao,51,31,15,14,8,13,68,49,4,7,2,2,0,U-DEC
1,0,31,15,49.0,35.0,175,90,0,2,,66.0,1,1,1,0,528.0,279.0,Ariane Lipski,Isabela de Padua,27,15,4,0,0,0,18,6,0,0,13,9,0,U-DEC
0,0,40,79,32.0,56.0,76,155,0,2,,22.0,0,0,0,0,2.0,527.0,Vanessa Melo,Tracy Cortez,32,53,7,16,1,10,32,46,6,12,2,21,1,U-DEC
0,0,96,80,38.0,37.0,100,127,1,0,25.0,,0,0,0,0,52.0,0.0,Zabit Magomedsharipov,Calvin Kattar,46,61,14,11,36,8,95,71,0,0,1,9,0,U-DEC
0,0,86,46,56.0,34.0,86,51,0,0,,0.0,0,0,0,0,0.0,0.0,Alexander Volkov,Greg Hardy,44,23,26,13,16,10,86,46,0,0,0,0,0,U-DEC
0,1,28,37,39.0,60.0,38,42,1,1,100.0,12.0,0,0,0,0,150.0,139.0,Zelim Imadaev,Danny Roberts,15,10,10,17,3,10,19,18,9,19,0,0,1,KO/TKO  Punch
0,0,53,81,51.0,57.0,70,121,2,0,50.0,0.0,0,0,0,0,374.0,140.0,Khadis Ibragimov,Ed Herman,48,49,4,17,1,15,43,36,10,43,0,2,1,U-DEC
0,0,30,41,32.0,29.0,43,48,0,0,0.0,,0,2,0,0,164.0,11.0,Ramazan Emeev,Anthony Rocco Martin,26,22,2,0,2,19,24,41,6,0,0,0,1,U-DEC
